name,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day,combined_anomaly_score,per_field_anomaly,combined_anomaly,is_anomaly,customer_avg_amout_1_day_z,customer_avg_amount_7_day_z,customer_avg_amount_30_day_z,merchant_num_trans_1_day_z,merchant_num_trans_7_day_z,merchant_num_trans_30_day_z,merchant_risk_1_day_z,merchant_risk_7_day_z,merchant_risk_30_day_z,merchant_risk_90_day_z,combined_abs_z,flag_per_field,flag_combined
Eric Maldonado,34.735,46.848,32.27,2827.3,60358.613,531854.747,4.2,11.4,17.6,27,21.645975,TRUE,TRUE,TRUE,-3.289164298,0.422888798,-1.359459687,1.574060524,2.877194225,-0.604700721,2.497994633,4.684700526,2.550125096,-1.785686497,21.645975,TRUE,TRUE
Tammy Dennis,46.6075,55.425,33.96625,2947.37125,37943.7025,706708.7213,3.625,9.625,14.5,34.625,21.63179972,TRUE,TRUE,TRUE,0.355734244,3.200101504,-0.651866895,2.257688916,-3.673125536,3.974253209,0.446649686,0.815248366,-2.845379945,3.411751422,21.63179972,TRUE,TRUE
Rachel Wagner,50.21285714,37.24,44.28,1950.341429,53710.78,520083.1957,3.857142857,10,16.28571429,21.71428571,21.62645604,TRUE,TRUE,TRUE,1.462591351,-2.688159317,3.650526716,-3.418923038,0.934494883,-0.912965896,1.274832428,1.632738259,0.262629871,-5.388594282,21.62645604,TRUE,TRUE
Susan Colon,41.81833333,34.03,31.895,1383.941667,48328.65583,645710.7875,3.166666667,9.916666667,15.16666667,27.75,21.6160119,TRUE,TRUE,TRUE,-1.114556478,-3.727549871,-1.515891402,-6.643732958,-0.638325775,2.376881862,-1.188480344,1.451073838,-1.685056281,-1.274463095,21.6160119,TRUE,TRUE
Matthew Scott,42.11,46.578,49.686,1793.437,40272.668,496588.442,2.9,9.3,15.2,32,21.59524197,TRUE,TRUE,TRUE,-1.025013803,0.335463424,5.905646325,-4.312261969,-2.992530861,-1.52823012,-2.139828725,0.106757125,-1.627040097,1.622469516,21.59524197,TRUE,TRUE
Angel Olson,48.582,28.685,37.526,2621.692,52733.639,782596.367,3.4,9.6,17.9,34.2,21.5782939,TRUE,TRUE,TRUE,0.96191257,-5.458248473,0.833087235,0.403426702,0.648944513,5.96154595,-0.356050511,0.760749039,3.072270745,3.122058161,21.5782939,TRUE,TRUE
Jonathan Richard,46.06571429,54.25142857,33.65142857,3376.012857,56709.55,576324.1886,2.571428571,10.57142857,18.14285714,28.14285714,21.55363396,TRUE,TRUE,TRUE,0.189404157,2.820101797,-0.783195044,4.698169651,1.810826841,0.559834001,-3.312025837,2.878437143,3.49496008,-1.006679409,21.55363396,TRUE,TRUE
Christine Orr,47.12111111,51.65444444,38.20111111,2425.558889,66932.50444,506666.8444,2.888888889,8.111111111,13.55555556,26.66666667,21.54970638,TRUE,TRUE,TRUE,0.513414631,1.979204361,1.114710673,-0.713261624,4.798285591,-1.264303946,-2.179468241,-2.48498861,-4.489171804,-2.012896898,21.54970638,TRUE,TRUE
Joshua Johnston,48.88444444,36.62333333,35.76333333,2147.194444,40377.32778,468844.6411,3.777777778,9.444444444,17.11111111,19.55555556,21.52784303,TRUE,TRUE,TRUE,1.05476406,-2.887834553,0.097788648,-2.298135917,-2.961946085,-2.254765429,0.991693029,0.421642121,1.699221075,-6.860052116,21.52784303,TRUE,TRUE
Eduardo Smith,32.3,40.045,45.2225,2284.31625,50597.45,599936.1338,3.375,11,15.5,34.875,21.52560266,TRUE,TRUE,TRUE,-4.036717716,-1.779906823,4.043691761,-1.5174298,0.024685004,1.178167154,-0.445239421,3.812711307,-1.104894448,3.582159223,21.52560266,TRUE,TRUE
Linda Navarro,46.78125,47.46,35.2175,2481.43125,26123.6675,812583.6638,4.25,8.625,16.375,32,21.5109158,TRUE,TRUE,TRUE,0.409076095,0.621052978,-0.129906405,-0.395151066,-7.127299883,6.746832364,2.676372454,-1.364724683,0.418030362,1.622469516,21.5109158,TRUE,TRUE
Jessica Wilkerson,50.414,58.934,33.865,3304.054,41687.677,494307.755,3.8,9.8,16.1,23.5,21.50991603,TRUE,TRUE,TRUE,1.524342903,4.336307565,-0.694103458,4.288470262,-2.57902212,-1.587955161,1.070972061,1.196743649,-0.06060315,-4.171395706,21.50991603,TRUE,TRUE
Dylan Brown,46.38625,36.1625,40.97375,2850.315,37465.115,640560.145,3,9,16.125,38.125,21.50112175,TRUE,TRUE,TRUE,0.28780973,-3.037051317,2.271320426,1.70509695,-3.812983385,2.242000428,-1.783073082,-0.54723479,-0.017091012,5.797460631,21.50112175,TRUE,TRUE
Madison White,48.13857143,46.14571429,39.70142857,3357.334286,50289.96143,518701.6414,2.571428571,7.285714286,14,32.28571429,21.49718038,TRUE,TRUE,TRUE,0.825778466,0.195490313,1.740569963,4.59182278,-0.065172525,-0.949145076,-3.312025837,-4.284331443,-3.715622694,1.817221288,21.49718038,TRUE,TRUE
Susan Lane,53.014,48.285,33.125,1930.765,60551.1,448077.017,4.5,9.3,16.7,24.7,21.48811859,TRUE,TRUE,TRUE,2.322551891,0.888186065,-1.002795376,-3.530381879,2.933444791,-2.798613485,3.568261561,0.106757125,0.983688148,-3.353438263,21.48811859,TRUE,TRUE
Angela Watkins,31.07454545,41.57,27.14,2598.726364,47312.96364,717256.3355,4.363636364,8.727272727,16.09090909,25.90909091,21.4860369,TRUE,TRUE,TRUE,-4.412936497,-1.28611536,-3.499445553,0.27267133,-0.93514198,4.250466774,3.081776594,-1.141772894,-0.076425745,-2.529284173,21.4860369,TRUE,TRUE
Samuel Mcdonald,27.92583333,43.61833333,30.55,2406.808333,34492.29667,718548.4442,3.583333333,10.25,16.58333333,30.08333333,21.43785927,TRUE,TRUE,TRUE,-5.379602003,-0.622869778,-2.076959822,-0.820018339,-4.681731474,4.284303616,0.298001501,2.177731521,0.780631507,0.316009711,21.43785927,TRUE,TRUE
Sharon Perez,39.235,37.065,38.013,2582.454,58498.792,688381.792,3.5,11.3,16.9,35.4,21.43596424,TRUE,TRUE,TRUE,-1.907648742,-2.744823911,1.036239889,0.180024257,2.333697866,3.494320368,0.000705132,4.466703221,1.331785248,3.940015604,21.43596424,TRUE,TRUE
Douglas Moran,31.90181818,43.09909091,32.44181818,2319.492727,68340.15091,480960.1636,3.363636364,10.81818182,17.18181818,31.09090909,21.42925567,TRUE,TRUE,TRUE,-4.15896091,-0.79099927,-1.287785519,-1.317151727,5.209642775,-1.937492575,-0.485779835,3.416352571,1.822285706,1.002804786,21.42925567,TRUE,TRUE
Curtis Cole,51.3675,53.86375,41.23625,2486.6925,54428.31125,622664.915,2,8.875,15.375,35.125,21.42059681,TRUE,TRUE,TRUE,1.817070699,2.694572375,2.380822627,-0.36519602,1.144179376,1.773372626,-5.350629511,-0.819731421,-1.322455135,3.752567024,21.42059681,TRUE,TRUE
Gabriela Phillips,34.8975,39.07875,35.65625,1930.6975,63375.49875,399583.0625,2.625,8.75,16.25,29.25,21.40891772,TRUE,TRUE,TRUE,-3.239276236,-2.092776331,0.053118702,-3.530766192,3.758820156,-4.068539345,-3.120906743,-1.092228052,0.200469675,-0.252016291,21.40891772,TRUE,TRUE
Daniel Guerrero,47.61416667,39.00833333,40.88583333,2111.559167,31059.71667,565841.9667,3.666666667,11.58333333,17.08333333,28.83333333,21.35276602,TRUE,TRUE,TRUE,0.664784391,-2.115577085,2.234645879,-2.501026181,-5.68483593,0.285332884,0.59529787,5.084362251,1.650874256,-0.536029293,21.35276602,TRUE,TRUE
Debra Esparza,37.64727273,63.13636364,31.56818182,2752.084545,63261.7,567149.71,3,10.45454545,16.54545455,27.72727273,21.34666407,TRUE,TRUE,TRUE,-2.395086503,5.697023163,-1.652224013,1.145819624,3.725564694,0.319579155,-1.783073082,2.623635099,0.714704026,-1.289954714,21.34666407,TRUE,TRUE
Elizabeth Baker,41.74909091,52.73,41.93454545,1864.267273,43421.48273,562011.5255,3.454545455,7.454545455,13.45454545,29.18181818,21.3429719,TRUE,TRUE,TRUE,-1.135814142,2.327466755,2.672117442,-3.908988201,-2.072351263,0.185023961,-0.161456524,-3.916284046,-4.664978419,-0.298491146,21.3429719,TRUE,TRUE
Rebecca Mann,36.14571429,51.29,42.27857143,2902.92,35028.15929,617697.3121,3.785714286,10.28571429,15.35714286,28.14285714,21.34173116,TRUE,TRUE,TRUE,-2.856070136,1.861198095,2.815628304,2.004604714,-4.525136091,1.643284506,1.020006969,2.255587701,-1.353535233,-1.006679409,21.34173116,TRUE,TRUE
Natalie Avila,40.91416667,35.07416667,43.52166667,2209.305833,58014.07,597214.915,4.583333333,10,17.41666667,29.25,21.34058191,TRUE,TRUE,TRUE,-1.39213877,-3.389451126,3.334187025,-1.944503312,2.192047329,1.106905775,3.86555793,1.632738259,2.231036088,-0.252016291,21.34058191,TRUE,TRUE
Roberta Williams,29.983,54.911,44.288,2356.659,44819.568,529772.159,4,9.6,16.4,34.7,21.33379774,TRUE,TRUE,TRUE,-4.748044725,3.033669496,3.653863926,-1.105544708,-1.663788151,-0.659238083,1.784483347,0.760749039,0.461542499,3.462873762,21.33379774,TRUE,TRUE
Logan Cook,42.04555556,33.65777778,28.99777778,1857.24,53651.21556,534944.8889,2.555555556,7.666666667,16.88888889,29.88888889,21.32564507,TRUE,TRUE,TRUE,-1.04479847,-3.848074563,-2.724471248,-3.948998138,0.917088338,-0.52377824,-3.368653717,-3.45386552,1.31244652,0.18347031,21.32564507,TRUE,TRUE
Sheila Scott,48.69,54.55777778,38.78111111,2837.981111,43417.71111,532374.7211,2.111111111,10.11111111,15.33333333,24.44444444,21.32223552,TRUE,TRUE,TRUE,0.995068943,2.91929696,1.356658393,1.634873673,-2.073453444,-0.591084001,-4.954234352,1.874957486,-1.394975364,-3.527632904,21.32223552,TRUE,TRUE
Gregory Francis,41.93444444,48.35666667,38.35444444,2183.67,69068.66111,515108.9244,4,8.555555556,18.88888889,27.44444444,21.30195306,TRUE,TRUE,TRUE,-1.078909966,0.911391565,1.178673863,-2.090461512,5.422535651,-1.043228643,1.784483347,-1.5161117,4.793417514,-1.482739296,21.30195306,TRUE,TRUE
Katelyn Morgan,60.2375,53.0725,38.3225,2412.3075,56111.21,724338.5088,4,8.875,16.25,24.5,21.29896813,TRUE,TRUE,TRUE,4.540191362,2.43836746,1.165348199,-0.788708708,1.635973663,4.435929789,1.784483347,-0.819731421,0.200469675,-3.489764504,21.29896813,TRUE,TRUE
Joseph Maxwell,38.19444444,60.98,28.42555556,2431.018889,42528.23444,579134.5844,3.222222222,8.888888889,14.33333333,33.33333333,21.28457504,TRUE,TRUE,TRUE,-2.227102894,4.998797619,-2.963174458,-0.68217499,-2.333385625,0.633430688,-0.990282765,-0.789454017,-3.135460861,2.531311119,21.28457504,TRUE,TRUE
Laura Bailey,37.87375,39.1975,44.5625,2018.78,49121.30375,648425.9525,4,9.875,15.25,33.375,21.2766488,TRUE,TRUE,TRUE,-2.325557198,-2.054325357,3.768371942,-3.029266476,-0.406689904,2.447984709,1.784483347,1.360241628,-1.540015822,2.559712419,21.2766488,TRUE,TRUE
Alicia Baker,45.30111111,54.89111111,29.93666667,2880.695556,53745.41889,425395.9789,2.777777778,10.22222222,15.44444444,24.11111111,21.27010072,TRUE,TRUE,TRUE,-0.045331661,3.02722952,-2.332812583,1.878069334,0.944617422,-3.392568693,-2.5758634,2.117176714,-1.201588087,-3.754843305,21.27010072,TRUE,TRUE
Kayla Jackson,33.09555556,47.12333333,27.97111111,2014.48,46910.39,562770.71,3.333333333,11.55555556,17.77777778,31.11111111,21.26252177,TRUE,TRUE,TRUE,-3.79247941,0.512041093,-3.152746522,-3.053748624,-1.052786261,0.204904957,-0.593887606,5.023807444,2.85954474,1.016575113,21.26252177,TRUE,TRUE
Krystal Terry,43.95625,54.96875,47.73375,3197.56875,46650.14625,638735.2825,4.5,10,16.125,30.25,21.25478973,TRUE,TRUE,TRUE,-0.458208671,3.052368812,5.091262815,3.68219407,-1.128837414,2.194212202,3.568261561,1.632738259,-0.017091012,0.429614911,21.25478973,TRUE,TRUE
Derrick Smith,36.90666667,36.09555556,40.06222222,3010.277778,32517.30778,536903.6022,3.777777778,9,14.11111111,29.22222222,21.25158899,TRUE,TRUE,TRUE,-2.622455124,-3.058727773,1.891075482,2.615848662,-5.258883399,-0.472484821,0.991693029,-0.54723479,-3.522235416,-0.270950492,21.25158899,TRUE,TRUE
Yolanda Marquez,47.131,42.905,29.597,2140.906,43108.926,464065.8,3.5,8.7,19.4,24.3,21.2333621,TRUE,TRUE,TRUE,0.516450554,-0.853845456,-2.474504954,-2.333939318,-2.163689861,-2.379910387,0.000705132,-1.201226704,5.68299899,-3.626090744,21.2333621,TRUE,TRUE
Matthew Morgan,38.82636364,49.85,33.65,2862.554545,42100.38545,618477.9709,4.272727273,8.727272727,14.27272727,35.45454545,21.22611549,TRUE,TRUE,TRUE,-2.033101518,1.394929435,-0.783790975,1.77478308,-2.458416135,1.663727854,2.757453282,-1.141772894,-3.240944831,3.977195488,21.22611549,TRUE,TRUE
Jennifer Daniels,50.47916667,47.63333333,38.61333333,2400.995833,63428.495,704895.7917,2.25,8.25,16.91666667,27.91666667,21.22499979,TRUE,TRUE,TRUE,1.544349295,0.67717791,1.286669684,-0.85311194,3.774307275,3.926777474,-4.458740404,-2.182214576,1.360793339,-1.160857895,21.22499979,TRUE,TRUE
Crystal Bruce,40.99,42.26444444,33.21444444,2184.256667,52075.69778,737558.5411,4.333333333,8.555555556,16.77777778,22.44444444,21.22125425,TRUE,TRUE,TRUE,-1.368857675,-1.061255859,-0.965483515,-2.087121312,0.456674042,4.782126776,2.973668823,-1.5161117,1.119059243,-4.890895309,21.22125425,TRUE,TRUE
William Hanna,56.63545455,49.70181818,38.07545455,2608.982727,62254.37364,499645.8718,4,10.27272727,19.27272727,30.63636364,21.22023082,TRUE,TRUE,TRUE,3.434350956,1.346948506,1.062292881,0.331066169,3.431193241,-1.448164281,1.784483347,2.227276363,5.461482654,0.692972421,21.22023082,TRUE,TRUE
Sophia Montoya,46.77909091,36.47636364,41.01636364,2747.483636,74526.58727,547282.1709,3.636363636,10,17.90909091,26.63636364,21.2123374,TRUE,TRUE,TRUE,0.408413247,-2.935423,2.289096757,1.119624244,7.017507962,-0.200698103,0.4871901,1.632738259,3.08809334,-2.033552389,21.2123374,TRUE,TRUE
Alison Burns,54.71,41.025,48.9475,2281.63,36703.5575,522092.9913,3.125,9.75,16,32.875,21.21040951,TRUE,TRUE,TRUE,2.843229754,-1.462585096,5.597580133,-1.532724025,-4.035533688,-0.860334772,-1.337128529,1.087744997,-0.2346517,2.218896818,21.21040951,TRUE,TRUE
Kristine Morales,52.46571429,42.35,46.11714286,2940.377143,49641.54286,684678.9929,5,9,15.71428571,28,21.20981776,TRUE,TRUE,TRUE,2.154226282,-1.033553169,4.416893139,2.217867808,-0.254660187,3.397354046,5.352039776,-0.54723479,-0.73193327,-1.104055295,21.20981776,TRUE,TRUE
James Barnett,36.20444444,56.47333333,31.46666667,2737.873333,59647.17889,506126.76,3,7.888888889,15.88888889,25.33333333,21.18708456,TRUE,TRUE,TRUE,-2.838039774,3.539549406,-1.694571184,1.064907765,2.669291502,-1.278447301,-1.783073082,-2.969427065,-0.428038977,-2.921738502,21.18708456,TRUE,TRUE
Manuel Shepard,32.15333333,34.15444444,36.06222222,2077.695556,52534.44778,432216.3011,3.444444444,7.444444444,17,28.11111111,21.15994621,TRUE,TRUE,TRUE,-4.081744889,-3.687255049,0.222470519,-2.693829421,0.590734769,-3.213962851,-0.197492447,-3.938303975,1.505833797,-1.028318494,21.15994621,TRUE,TRUE
John Perry,46.64,37.18,25.33,2981.091667,41022.98333,697312.3283,3.333333333,9.916666667,14.75,29,21.1565622,TRUE,TRUE,TRUE,0.365711857,-2.707587177,-4.254489299,2.449676875,-2.77326586,3.728187025,-0.593887606,1.451073838,-2.410258571,-0.422424092,21.1565622,TRUE,TRUE
Jacqueline Williams,37.34,56.66272727,41.59,3012.005455,42088.88091,648892.7427,3.454545455,10.54545455,16.81818182,30.81818182,21.15591517,TRUE,TRUE,TRUE,-2.489420293,3.600874724,2.528389878,2.625685229,-2.461778114,2.460208686,-0.161456524,2.821814467,1.189381889,0.816905367,21.15591517,TRUE,TRUE
Amanda Molina,29.199,51.516,39.374,2638.189,53132.722,667531.388,4.8,10.1,16.4,27.5,21.13399798,TRUE,TRUE,TRUE,-4.988735436,1.934376371,1.603982728,0.497352747,0.765568724,2.948304529,4.63852849,1.850735563,0.461542499,-1.444870896,21.13399798,TRUE,TRUE
Nathan Hernandez,46.99,43.99428571,44.65428571,2883.467143,64176.53,565750.2029,2.571428571,8.714285714,13.57142857,31.42857143,21.12726705,TRUE,TRUE,TRUE,0.473163067,-0.501137269,3.806660466,1.893849429,3.992905892,0.282929838,-3.312025837,-1.170084232,-4.46154505,1.232965971,21.12726705,TRUE,TRUE
Holly Ayers,54.17555556,34.38444444,35.6,3461.687778,39991.52556,549580.4589,3.777777778,8.222222222,15.33333333,32.22222222,21.12613303,TRUE,TRUE,TRUE,2.679153462,-3.612781582,0.029653945,5.185961759,-3.074689248,-0.14051214,0.991693029,-2.242769382,-1.394975364,1.773943116,21.12613303,TRUE,TRUE
Kristin Gaines,40.78625,59.49,45.06625,2251.76375,48475.5625,597301.9725,3.625,8.625,14.125,33.25,21.11755442,TRUE,TRUE,TRUE,-1.431409629,4.516339075,3.978511879,-1.702768199,-0.595395171,1.109185576,0.446649686,-1.364724683,-3.498062007,2.474508519,21.11755442,TRUE,TRUE
Aimee Smith,49.88375,39.42625,44.25375,2579.0425,35424.9,572127.5513,2.625,8.5,15.75,35,21.09638427,TRUE,TRUE,TRUE,1.36155432,-1.980256637,3.639576496,0.160600805,-4.409196367,0.44993539,-3.120906743,-1.637221314,-0.669773074,3.667363123,21.09638427,TRUE,TRUE
Jackson Wong,39.4,55.50909091,38.25636364,2550.184545,43334.07636,447979.8591,4.181818182,9.454545455,18.45454545,25.18181818,21.06409396,TRUE,TRUE,TRUE,-1.856993171,3.227329945,1.137759332,-0.003702616,-2.097894065,-2.801157789,2.43312997,0.443662051,4.037449066,-3.025015956,21.06409396,TRUE,TRUE
Christine Hendricks,47.112,40.126,27.923,2245.104,40191.002,603110.708,2.4,10.1,16.5,34.3,21.05565014,TRUE,TRUE,TRUE,0.510617488,-1.753679211,-3.172816131,-1.740685637,-3.016396154,1.26130069,-3.92360694,1.850735563,0.635591049,3.190221281,21.05565014,TRUE,TRUE
Mary Herman,43.56727273,47.63818182,40.74454545,3013.509091,55112.08455,387939.0955,4.363636364,9.090909091,17.45454545,34.81818182,21.05501552,TRUE,TRUE,TRUE,-0.577626038,0.678747838,2.175707465,2.634246217,1.343998765,-4.373463433,3.081776594,-0.349055422,2.296963569,3.543430177,21.05501552,TRUE,TRUE
James Lam,40.349,29.164,35.612,3313.262,55735.349,453814.028,2.8,9.1,17.6,30,21.05401858,TRUE,TRUE,TRUE,-1.565646891,-5.303149384,0.03465976,4.340896219,1.526135628,-2.648376642,-2.496584368,-0.329237485,2.550125096,0.25920711,21.05401858,TRUE,TRUE
Donna Mccarthy,48.40875,45.55125,52.28625,2281.2125,57941.64125,557570.935,2.875,7.625,17.125,32.375,21.05198267,TRUE,TRUE,TRUE,0.908724221,0.003004156,6.990343839,-1.535101071,2.170881442,0.068736875,-2.229017636,-3.544697731,1.723394485,1.878081217,21.05198267,TRUE,TRUE
Oscar White,41.55125,34.3,23.6,2767.11625,60045.465,440139.385,4.375,9.125,16.5,29.875,21.04305132,TRUE,TRUE,TRUE,-1.196551985,-3.640124497,-4.976160946,1.231402976,2.785682839,-3.006478656,3.122317008,-0.274738159,0.635591049,0.17400321,21.04305132,TRUE,TRUE
David Ferguson,48.9425,62.08375,41.42875,2466.80625,45166.64,525913.2025,4.625,9.875,14.25,30.625,21.03115226,TRUE,TRUE,TRUE,1.072587316,5.356189309,2.461124241,-0.478418836,-1.562363138,-0.760293744,4.014206115,1.360241628,-3.280501319,0.685226612,21.03115226,TRUE,TRUE
Sara Davis,36.198,40.559,40.277,2506.705,29877.972,437039.627,3.1,8.5,16.9,30.8,21.00308451,TRUE,TRUE,TRUE,-2.84001824,-1.613474815,1.980670299,-0.251254396,-6.030177726,-3.087652957,-1.426317439,-1.637221314,1.331785248,0.804512072,21.00308451,TRUE,TRUE
Nancy Robertson,52.26,49.72444444,21.84111111,1662.781111,45543.72889,663723.6844,3.222222222,8.777777778,16.33333333,29.44444444,20.99908435,TRUE,TRUE,TRUE,2.091071285,1.354274837,-5.709883629,-5.056154243,-1.452166276,2.848591044,-0.990282765,-1.031673245,0.345510133,-0.119476891,20.99908435,TRUE,TRUE
Tina Mayer,41.02333333,52.595,27.75583333,2064.154167,58624.1675,609467.15,3.583333333,10.08333333,17.5,34.08333333,20.98496625,TRUE,TRUE,TRUE,-1.358624226,2.283754068,-3.242549914,-2.770927626,2.370336407,1.42775876,0.298001501,1.814402679,2.376076546,3.042534521,20.98496625,TRUE,TRUE
Tabitha Davis,42.96166667,43.46833333,45.33666667,2753.345833,58808.72417,705496.7058,2.583333333,8.583333333,14.5,29.08333333,20.98220248,TRUE,TRUE,TRUE,-0.763549192,-0.67143943,4.091316528,1.153000795,2.424269487,3.942513795,-3.269554928,-1.455556893,-2.845379945,-0.365621492,20.98220248,TRUE,TRUE
Sabrina Hines,49.175,39.01875,23.735,2156.74125,57252.41125,588676.025,4.25,11,16.25,28.125,20.98096385,TRUE,TRUE,TRUE,1.14396562,-2.112204192,-4.919845528,-2.243780963,1.969467437,0.883295279,2.676372454,3.812711307,0.200469675,-1.018851394,20.98096385,TRUE,TRUE
Morgan Douglas,46.095,43.375,41.916,2101.043,68786.597,628365.987,4.6,9.9,16.3,26.8,20.93737801,TRUE,TRUE,TRUE,0.198394973,-0.701660546,2.664381183,-2.560900215,5.340107924,1.922668323,3.925017204,1.414740954,0.287493949,-1.922012738,20.93737801,TRUE,TRUE
Samantha Williams,40.82,54.95181818,37.19090909,2381.479091,40037.75636,604933.5645,5,10.36363636,17.63636364,29.54545455,20.93722102,TRUE,TRUE,TRUE,-1.421048263,3.046886329,0.693303647,-0.964230956,-3.061179198,1.309036386,5.352039776,2.425455731,2.613415477,-0.050625254,20.93722102,TRUE,TRUE
Tiffany Johnson,36.51727273,59.48454545,34.92818182,3403.190909,57032.32636,606086.3509,3.818181818,9.545454545,17.18181818,27.09090909,20.92813822,TRUE,TRUE,TRUE,-2.74200041,4.514572906,-0.250595843,4.852908507,1.905151928,1.339224751,1.135836723,0.641841419,1.822285706,-1.723720024,20.92813822,TRUE,TRUE
Brittany Neal,55.8625,52.7675,43.46083333,2084.324167,46052.40667,447612.9842,3.75,10,17,27.75,20.92146978,TRUE,TRUE,TRUE,3.197051238,2.339609168,3.308810325,-2.656089273,-1.303515131,-2.810765254,0.89259424,1.632738259,1.505833797,-1.274463095,20.92146978,TRUE,TRUE
Christopher Guerrero,51.03444444,66.76111111,43.19888889,2315.5,59346.51333,623043.6211,3.222222222,9.333333333,15.77777778,27.22222222,20.91501636,TRUE,TRUE,TRUE,1.714821493,6.870707988,3.199539875,-1.33988441,2.581427867,1.783289917,-0.990282765,0.179422893,-0.621426255,-1.634212897,20.91501636,TRUE,TRUE
Eric Combs,53.39375,38.775,41.14625,2777.97125,63397.74125,551682.53,2.5,8.25,17.625,30.25,20.88985419,TRUE,TRUE,TRUE,2.439136454,-2.191129877,2.343279015,1.293206165,3.765320092,-0.085464568,-3.566851297,-2.182214576,2.593637233,0.429614911,20.88985419,TRUE,TRUE
Christine Collins,33.616,38.182,34.622,3384.358,41562.218,608448.44,2.7,9,16.1,26.4,20.81245567,TRUE,TRUE,TRUE,-3.632701166,-2.383141901,-0.378319969,4.745682911,-2.615685062,1.401081493,-2.853340011,-0.54723479,-0.06060315,-2.194665219,20.81245567,TRUE,TRUE
Shane Henderson,44.47125,33.52625,32.755,2085.4975,53171.93375,567083.1487,3.75,11.375,19.125,31,20.76017797,TRUE,TRUE,TRUE,-0.30010189,-3.890662953,-1.157141335,-2.649408873,0.777027592,0.317836095,0.89259424,4.6302012,5.204365479,0.940838313,20.76017797,TRUE,TRUE
Sergio Moreno,32.7325,43.8475,38.01333333,2936.240833,50631.84917,470830.0683,4.083333333,9.333333333,13.16666667,34.58333333,20.73139138,TRUE,TRUE,TRUE,-3.90393872,-0.548666142,1.03637894,2.194317636,0.034737488,-2.202772446,2.081779716,0.179422893,-5.166027275,3.383350122,20.73139138,TRUE,TRUE
Tammy Jacobson,50.52272727,49.27,32.98727273,3004.506364,56403.70182,626154.95,3.909090909,10.72727273,15.09090909,35.81818182,20.71460857,TRUE,TRUE,TRUE,1.557722552,1.20712678,-1.060248479,2.582988984,1.721448684,1.864767228,1.460160035,3.218173203,-1.816911242,4.22506138,20.71460857,TRUE,TRUE
Christina Mitchell,54.08142857,41.61142857,26.03571429,2350.907143,44778.14857,570691.9429,2.857142857,7.428571429,15.42857143,32.71428571,20.71377714,TRUE,TRUE,TRUE,2.650256153,-1.272700885,-3.960099709,-1.138293038,-1.67589217,0.412340678,-2.292724001,-3.972906722,-1.229214841,2.109348946,20.71377714,TRUE,TRUE
Chelsea Green,53.971,42.61,32.155,3005.415,54725.13,522817.321,3.2,10.5,14.8,36.9,20.71158305,TRUE,TRUE,TRUE,2.6163542,-0.949365772,-1.40743208,2.588162326,1.230918858,-0.84136653,-1.069561796,2.722724783,-2.323234296,4.962462408,20.71158305,TRUE,TRUE
Melissa Carr,22.885,46.06166667,35.33,1734.059167,53423.21833,544180.495,3.25,9.833333333,18.83333333,28.33333333,20.69528445,TRUE,TRUE,TRUE,-6.927155263,0.168275889,-0.08297689,-4.650331013,0.850460603,-0.281922628,-0.891183975,1.269409417,4.696723875,-0.876844894,20.69528445,TRUE,TRUE
Zachary Chase,41.47857143,56.11571429,35.18,1844.337143,60057.84571,700373.0829,3.285714286,9,14.28571429,30.71428571,20.68370266,TRUE,TRUE,TRUE,-1.218864557,3.423753188,-0.145549576,-4.022460849,2.789300861,3.80833993,-0.763771245,-0.54723479,-3.218341123,0.746086541,20.68370266,TRUE,TRUE
Catherine Hunt,30.67636364,45.69545455,34.63909091,1996.183636,49760.09455,489264.3873,4.727272727,8.454545455,13.72727273,30.09090909,20.68088491,TRUE,TRUE,TRUE,-4.535179692,0.049697253,-0.371190475,-3.157919386,-0.220015772,-1.720027358,4.379069841,-1.736310998,-4.190300557,0.321173583,20.68088491,TRUE,TRUE
Travis Lopez,34.77,47.55714286,30.52571429,1920.212857,61873.58857,636053.7714,3.714285714,9.857142857,16.57142857,25.57142857,20.65823692,TRUE,TRUE,TRUE,-3.278419177,0.65250761,-2.087090637,-3.590460744,3.319916243,2.12399066,0.76518151,1.321313537,0.759911442,-2.759445358,20.65823692,TRUE,TRUE
Deanna Garcia,40.47,34.88222222,38.77333333,2684.283333,40015.80778,434861.5489,3,8.333333333,15.88888889,34.22222222,20.65445946,TRUE,TRUE,TRUE,-1.528499472,-3.451602292,1.353413883,0.759791882,-3.067593243,-3.144690947,-1.783073082,-2.000550155,-0.428038977,3.137205521,20.65445946,TRUE,TRUE
Cheryl Gregory,44.60888889,48.42222222,50.89333333,2075.21,44097.33111,654698.8278,3.444444444,10.22222222,15.77777778,25.33333333,20.65266857,TRUE,TRUE,TRUE,-0.257846276,0.932618302,6.409286923,-2.707980988,-1.874847774,2.612254392,-0.197492447,2.117176714,-0.621426255,-2.921738502,20.65266857,TRUE,TRUE
